"assessmentItemID","Dffclt","Dscrmn","Gussng"
"A060001001",-2.01718162224428,20.0795134059208,0.052178143612762
"A060001002",-1.72382056099258,4.61649547062734,0.0568881112963173
"A060001003",-0.167254886765742,18.5834563997762,0.754422014558445
"A060001004",0.49628185000292,39.8770295255106,0.946874999512713
"A060001005",-1.33510008848391,6.96507117663028,0.237968557486767
"A060001007",-0.369727866907197,13.7974048997464,0.783206309491316
"A060003001",-1.48779819426906,2.09436266971954,1.0631054540089e-09
"A060003002",-1.57072137704972,2.99417706985446,1.01885631838699e-08
"A060003003",0.643931831964106,37.6339065611942,0.297757685177965
"A060003004",-1.09022365416501,2.43771228374526,1.74236270636643e-12
"A060003005",-0.700211704883648,2.10616494629169,2.68099969983622e-13
"A060003006",-0.996946879481631,1.05398430005781,0.366731943956797
"A060003007",-0.768675025029019,20.3061570403831,2.67409291052724e-12
"A060005001",-2.0124459000907,2.41046874436004,1.0720844459377e-05
"A060005002",-1.87567568862233,2.06256903911928,1.47550538942083e-06
"A060005003",-0.900242022280336,2.2102245384938,9.10402275563427e-06
"A060005004",-1.46243486170045,2.2098658016284,2.65522888985994e-09
"A060005005",-1.7930219937429,1.7738468030749,2.5244642896685e-06
"A060005006",0.0414859930592277,15.3118957039572,0.510280080226453
"A060005007",-0.804878755034059,2.86261074762827,1.42496098725551e-08
"A060007001",-1.7472543335211,2.06351768290728,1.64955620665557e-05
"A060007002",-1.19185290549291,1.64639258035437,4.25654147643336e-08
"A060007003",-1.55934132075716,1.99129355122417,1.30721072843695e-07
"A060007004",-0.853319002614319,2.15144316738548,3.38951429530919e-26
"A060007005",-1.16769285651156,0.572846022509988,0.000584341007258632
"A060007006",-2.38306730946383,0.539453122181849,0.0200268023647955
"A060007007",-0.68889645206853,114.957137982654,4.82966180314521e-11
"A080002001",-1.38570767248135,1.59039384507127,7.52465998631421e-05
"A080002002",-1.37081586359648,1.27233352373902,0.00020008744613567
"A080002003",-0.699882662916377,11.3253189110333,0.154478760764414
"A080002004",-1.11483784899235,2.39406848247016,0.000230896322951962
"A080002005",-0.843587241405607,1.290837134663,0.126016843603318
"A080002006",-0.337641241404659,0.783299351673715,0.070178942771901
"A060009001",-1.05249133718657,5.52539998592313,5.03391469895775e-05
"A060009002",-0.713200461580715,41.4342145661179,1.06831265479225e-13
"A060009003",-1.16084436494955,1.9431736341535,2.72789093317602e-08
"A060009004",-0.622705324360308,2.33176524137853,6.29770699563639e-10
"A060009005",0.682647062202744,12.4798341004377,0.461724527529741
"A060009006",0.138978825563275,1.60482152072506,4.04982659469329e-09
"A060009007",1.61747794690834,1.05726531814355,4.5220269280604e-09
"A060016001",0.0127865522552015,14.7170548474489,0.223530998390337
"A060016002",-0.400490902416919,1.76165348054665,0.645566445456499
"A060016003",-1.24579764245402,1.03940577296767,0.00221786280862818
"A060016004",-1.99322616662501,0.592315684463886,2.84002446125963e-05
"A060016005",-1.26665969714086,1.7676161321713,6.82984553629304e-06
"A060016006",-1.14952148832537,1.09653168064528,0.27693687182128
"A060016007",-1.07724807500611,1.94623684469137,7.36578526760337e-08
"A080004001",-0.987215251952135,2.01595397898203,3.59618788406801e-05
"A080004002",0.78256992745204,0.961412288513519,0.247562416340263
"A080004003",-0.00915497506000516,0.873808201506266,0.000310365689715934
"A080004004",-1.31602840724838,18.5439385157859,0.000261716950623762
"A080004005",-0.574351354872414,1.21097882601208,3.71086076800584e-05
"A080004006",-0.352685580663249,4.76876952134378,0.150966133670024
"A080004008",-0.617975598588919,1.9060844748036,0.109724730522232
"A080004007",-0.447879312977595,1.6947134319076,0.000758848104806142
"A080006001",-1.42284842975486,1.62813634818229,7.56963849350632e-06
"A080006002",-1.13728090940715,3.32305223893804,7.15434991853901e-10
"A080006003",-0.53653744317259,2.14362146025496,4.41327896843143e-10
"A080006004",-0.36247278288473,1.48044228177352,2.98582669302264e-07
"A080006005",-0.151204825955234,2.55834168566648,0.233233490070401
"A080006006",-0.0450144529012405,29.7374048187232,0.0896964194988966
"A080006007",-0.106924924435789,2.44848294433747,1.37485735905442e-07
"A080006008",0.409643475698864,2.56346344703787,0.22952181260295
"A060018001",-2.00540425448069,3.45051360202727,5.8990597201134e-07
"A060018002",-2.05313610727113,31.3836795185464,5.99580515464149e-09
"A060018003",-1.37316656570809,1.82271697643547,5.18445281589589e-06
"A060018004",-2.56465356937307,1.34998748543671,8.35867530211821e-07
"A060018005",-0.0958816799959195,15.8315340528484,0.638914257212608
"A060018006",-0.0422369515557315,16.2480289968849,0.581919196719067
"A060018007",-3.10593828599535,0.698476979046859,7.72615377423087e-07
"A060020001",-3.66845689907855,0.617769650924175,0.00102587484304987
"A060020002",-1.68709103768727,1.67970983562608,0.000199640274878149
"A060020003",-0.380011030605288,1.82041398669569,0.449791203211712
"A060020004",-1.09251432593696,1.65002290330556,0.000135496706788482
"A060020005",-1.5759279871839,1.41315725910527,0.000852004761338689
"A060020006",-0.100308949841255,1.72530727784416,2.25484723771898e-05
"A060020007",0.652035032511801,1.98016841439657,1.82967019856702e-06
"A080008008",0.265041551437202,1.69807057806208,0.153044751740727
"A080008001",-0.543093070686039,1.3222926765794,0.000298408841575214
"A080008002",-0.865991713927459,4.12428796663636,0.234090423063708
"A080008003",-1.41713408461251,2.28505255279344,0.00750126213014198
"A080008004",-0.702744705420477,4.50486165753777,0.364533250868533
"A080008005",-1.3296517145835,1.85141678327139,0.00048605098266341
"A080008006",-0.789200126101876,2.00465295560771,0.00033701557265469
"A080008007",0.0329026895659649,2.26541475500881,0.0785577828848884
"A080010001",-0.832434124278569,1.38279143659725,1.03104875666813e-07
